gene_name,ensembl,description,entrezgene
LOC103692719,ENSRNOG00000011398,tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A [Source:RGD Symbol;Acc:9330187],103692719
RF00398,ENSRNOG00000053770,"small nucleolar RNA, H/ACA box 15 [Source:MGI Symbol;Acc:MGI:3819490]",NA
Rnf11l1,ENSRNOG00000057589,ring finger protein 11-like 1 [Source:RGD Symbol;Acc:2321596],100364162
AABR07014550.1,ENSRNOG00000003606,,NA
Rer1,ENSRNOG00000014270,retention in endoplasmic reticulum sorting receptor 1 [Source:RGD Symbol;Acc:1306324],298675
Upp2,ENSRNOG00000005341,uridine phosphorylase 2 [Source:RGD Symbol;Acc:1308188],295620
Thoc7,ENSRNOG00000007701,THO complex 7 [Source:RGD Symbol;Acc:1305475],305714
RF00026,ENSRNOG00000055338,,NA
Agap1,ENSRNOG00000019476,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 [Source:RGD Symbol;Acc:1309244]",316611
Stap1,ENSRNOG00000002014,signal transducing adaptor family member 1 [Source:RGD Symbol;Acc:1311584],305269
Ppp1r36,ENSRNOG00000038480,"protein phosphatase 1, regulatory subunit 36 [Source:RGD Symbol;Acc:1309051]",299153
Asphd1,ENSRNOG00000027213,aspartate beta-hydroxylase domain containing 1 [Source:RGD Symbol;Acc:1306636],293498
LOC689519,ENSRNOG00000056752,similar to Transcriptional enhancer factor TEF-3 (TEA domain family member 4) (TEAD-4) (ETF-related factor 2) (ETFR-2) (TEF-1-related factor 1) (TEF-1-related factor FR-19) (RTEF-1) [Source:RGD Symbol;Acc:1591108],689519
Usp27x,ENSRNOG00000002844,"ubiquitin specific peptidase 27, X-linked [Source:RGD Symbol;Acc:1564628]",302566
Nabp2,ENSRNOG00000023480,nucleic acid binding protein 2 [Source:RGD Symbol;Acc:1308158],362813
LOC102550121,ENSRNOG00000059192,uncharacterized LOC102550121 [Source:RGD Symbol;Acc:7629119],NA
Hrh4,ENSRNOG00000016887,histamine receptor H4 [Source:RGD Symbol;Acc:620631],170704
RGD1561958,ENSRNOG00000022411,similar to RIKEN cDNA 2010106E10 [Source:RGD Symbol;Acc:1561958],363490
AABR07062539.2,ENSRNOG00000053496,,NA
AABR07017604.1,ENSRNOG00000054270,,NA
AABR07024653.1,ENSRNOG00000055677,,NA
Olr1286,ENSRNOG00000055935,olfactory receptor 1286 [Source:RGD Symbol;Acc:1334391],405084
Dus4l,ENSRNOG00000008155,dihydrouridine synthase 4-like [Source:RGD Symbol;Acc:1311445],366593
AABR07010587.1,ENSRNOG00000054842,,NA
Harbi1,ENSRNOG00000043204,harbinger transposase derived 1 [Source:RGD Symbol;Acc:1584007],690164
AABR07067507.2,ENSRNOG00000055904,,NA
Masp1,ENSRNOG00000001827,mannan-binding lectin serine peptidase 1 [Source:RGD Symbol;Acc:620213],64023
AABR07030156.1,ENSRNOG00000046186,,NA
Cdk11b,ENSRNOG00000017213,cyclin-dependent kinase 11B [Source:RGD Symbol;Acc:628604],252879
AABR07028908.2,ENSRNOG00000055317,,NA
LOC108348055,ENSRNOG00000047790,B9 domain-containing protein 1 [Source:RGD Symbol;Acc:11475921],287383
LOC108348055,ENSRNOG00000047790,B9 domain-containing protein 1 [Source:RGD Symbol;Acc:11475921],108348055
Psmd3,ENSRNOG00000028103,"proteasome 26S subunit, non-ATPase 3 [Source:RGD Symbol;Acc:1311470]",287670
Taf5,ENSRNOG00000020274,TATA-box binding protein associated factor 5 [Source:RGD Symbol;Acc:1311332],294018
Fgr,ENSRNOG00000009912,"FGR proto-oncogene, Src family tyrosine kinase [Source:RGD Symbol;Acc:621319]",79113
AABR07013453.1,ENSRNOG00000054662,,NA
AABR07043601.4,ENSRNOG00000058833,,NA
Tmem154,ENSRNOG00000010866,transmembrane protein 154 [Source:RGD Symbol;Acc:1563262],361972
Eif1ax,ENSRNOG00000005736,"eukaryotic translation initiation factor 1A, X-linked [Source:RGD Symbol;Acc:1560198]",302697
AABR07071659.3,ENSRNOG00000059340,,NA
AABR07071905.1,ENSRNOG00000049382,,NA
Map9,ENSRNOG00000012982,microtubule-associated protein 9 [Source:RGD Symbol;Acc:1560368],310544
Zar1,ENSRNOG00000026150,zygote arrest 1 [Source:RGD Symbol;Acc:727972],353228
Ncoa7,ENSRNOG00000014004,nuclear receptor coactivator 7 [Source:RGD Symbol;Acc:1566426],498995
Map3k9,ENSRNOG00000007271,mitogen-activated protein kinase kinase kinase 9 [Source:RGD Symbol;Acc:1562149],500690
Akr1c12,ENSRNOG00000033010,"aldo-keto reductase family 1, member C12 [Source:RGD Symbol;Acc:1359406]",364773
Ltbp4,ENSRNOG00000020871,latent transforming growth factor beta binding protein 4 [Source:RGD Symbol;Acc:1307033],292734
Mblac2,ENSRNOG00000016252,metallo-beta-lactamase domain containing 2 [Source:RGD Symbol;Acc:1306703],365627
AABR07043861.1,ENSRNOG00000050382,,NA
Slc41a1,ENSRNOG00000042320,solute carrier family 41 member 1 [Source:RGD Symbol;Acc:1311397],363985
Vom1r45,ENSRNOG00000028882,vomeronasal 1 receptor 45 [Source:RGD Symbol;Acc:1359121],NA
Mogat3,ENSRNOG00000029211,monoacylglycerol O-acyltransferase 3 [Source:RGD Symbol;Acc:1592588],685560
Ptchd3,ENSRNOG00000046946,patched domain containing 3 [Source:RGD Symbol;Acc:1590039],688333
Fscn2,ENSRNOG00000036700,"fascin actin-bundling protein 2, retinal [Source:RGD Symbol;Acc:1308941]",303741
AABR07030464.1,ENSRNOG00000012973,,NA
B4galt2,ENSRNOG00000019609,"beta-1,4-galactosyltransferase 2 [Source:RGD Symbol;Acc:1305358]",313536
AABR07060577.1,ENSRNOG00000015328,,NA
Sycp3,ENSRNOG00000005270,synaptonemal complex protein 3 [Source:RGD Symbol;Acc:3795],25561
AABR07024381.1,ENSRNOG00000052778,,NA
Fbxl18,ENSRNOG00000001117,F-box and leucine-rich repeat protein 18 [Source:RGD Symbol;Acc:1596958],678726
Olr1407,ENSRNOG00000047056,olfactory receptor 1407 [Source:RGD Symbol;Acc:1333856],287262
AC243568.1,ENSRNOG00000052243,,NA
Olr209,ENSRNOG00000045692,olfactory receptor 209 [Source:RGD Symbol;Acc:1332741],404995
Pias3,ENSRNOG00000021218,"protein inhibitor of activated STAT, 3 [Source:RGD Symbol;Acc:708413]",83614
Ncapd3,ENSRNOG00000008932,"non-SMC condensin II complex, subunit D3 [Source:RGD Symbol;Acc:1562176]",315508
AABR07042257.1,ENSRNOG00000041307,,NA
Olr383,ENSRNOG00000050605,olfactory receptor 383 [Source:RGD Symbol;Acc:1333181],293816
AABR07013776.1,ENSRNOG00000048082,,NA
Olr875,ENSRNOG00000048675,olfactory receptor 875 [Source:RGD Symbol;Acc:1333548],404957
Olr875,ENSRNOG00000048675,olfactory receptor 875 [Source:RGD Symbol;Acc:1333548],288789
RF00560,ENSRNOG00000055199,,NA
LOC679539,ENSRNOG00000025580,similar to ubiquitin-conjugating enzyme E2 variant 1 [Source:RGD Symbol;Acc:1587144],679539
LOC679539,ENSRNOG00000025580,similar to ubiquitin-conjugating enzyme E2 variant 1 [Source:RGD Symbol;Acc:1587144],296390
LOC679539,ENSRNOG00000025580,similar to ubiquitin-conjugating enzyme E2 variant 1 [Source:RGD Symbol;Acc:1587144],100912618
AABR07024873.1,ENSRNOG00000054584,,NA
Dph3,ENSRNOG00000019727,diphthamide biosynthesis 3 [Source:RGD Symbol;Acc:1590566],680594
Slc39a4,ENSRNOG00000014314,solute carrier family 39 member 4 [Source:RGD Symbol;Acc:1306701],300051
Dhh,ENSRNOG00000053675,desert hedgehog [Source:RGD Symbol;Acc:620711],84380
AABR07049579.1,ENSRNOG00000045662,,NA
Dact2,ENSRNOG00000022921,dishevelled-binding antagonist of beta-catenin 2 [Source:RGD Symbol;Acc:1310742],308212
Hist2h3c2,ENSRNOG00000049198,histone cluster 2 H3C family member 2 [Source:RGD Symbol;Acc:1306445],684762
Hist2h3c2,ENSRNOG00000049198,histone cluster 2 H3C family member 2 [Source:RGD Symbol;Acc:1306445],102548682
Hist2h3c2,ENSRNOG00000049198,histone cluster 2 H3C family member 2 [Source:RGD Symbol;Acc:1306445],102549173
RF00026,ENSRNOG00000059320,,NA
Rbfox2,ENSRNOG00000004688,RNA binding fox-1 homolog 2 [Source:RGD Symbol;Acc:1311838],362950
RF00026,ENSRNOG00000052165,,NA
AABR07025368.1,ENSRNOG00000038976,polypeptide N-acetylgalactosaminyltransferase-like 6 [Source:NCBI gene;Acc:361142],361142
AABR07000663.1,ENSRNOG00000056705,"Rattus norvegicus trace amine-associated receptor 8c (Taar8c), mRNA. [Source:RefSeq mRNA;Acc:NM_175600]",319106
AABR07000663.1,ENSRNOG00000056705,"Rattus norvegicus trace amine-associated receptor 8c (Taar8c), mRNA. [Source:RefSeq mRNA;Acc:NM_175600]",319105
RF00026,ENSRNOG00000059425,,NA
Dcun1d3,ENSRNOG00000014037,defective in cullin neddylation 1 domain containing 3 [Source:RGD Symbol;Acc:1308893],309035
Scart1,ENSRNOG00000018978,scavenger receptor family member expressed on T-cells 1 [Source:RGD Symbol;Acc:1307378],293591
LOC100911047,ENSRNOG00000047630,X-linked lymphocyte-regulated protein 3A-like [Source:RGD Symbol;Acc:6495416],100911047
Uchl1,ENSRNOG00000002343,ubiquitin C-terminal hydrolase L1 [Source:RGD Symbol;Acc:3928],29545
RF00560,ENSRNOG00000052454,,NA
Slc48a1,ENSRNOG00000053196,solute carrier family 48 member 1 [Source:RGD Symbol;Acc:1562880],300191
Mcph1,ENSRNOG00000028586,microcephalin 1 [Source:RGD Symbol;Acc:1560642],306594
AABR07065531.1,ENSRNOG00000041744,,NA
RF00405,ENSRNOG00000060204,,NA
Got2,ENSRNOG00000011782,glutamic-oxaloacetic transaminase 2 [Source:RGD Symbol;Acc:2722],25721
AABR07006727.1,ENSRNOG00000052057,,NA
Tbc1d24,ENSRNOG00000052204,"TBC1 domain family, member 24 [Source:RGD Symbol;Acc:1306143]",287110
RGD1308430,ENSRNOG00000029146,similar to 1700123O20Rik protein [Source:RGD Symbol;Acc:1308430],361038
Mefv,ENSRNOG00000008134,"MEFV, pyrin innate immunity regulator [Source:RGD Symbol;Acc:61889]",58923
RF00026,ENSRNOG00000056535,,NA
AC242886.1,ENSRNOG00000051448,,NA
Sptbn4,ENSRNOG00000055371,"spectrin, beta, non-erythrocytic 4 [Source:RGD Symbol;Acc:1304682]",308458
AABR07015855.1,ENSRNOG00000052531,,NA
Ndst4,ENSRNOG00000009577,N-deacetylase and N-sulfotransferase 4 [Source:RGD Symbol;Acc:1306531],362035
AABR07003244.1,ENSRNOG00000050893,,NA
RF00560,ENSRNOG00000061177,,NA
Ndufa8,ENSRNOG00000005668,NADH:ubiquinone oxidoreductase subunit A8 [Source:RGD Symbol;Acc:1306283],296658
Dusp23,ENSRNOG00000022143,dual specificity phosphatase 23 [Source:RGD Symbol;Acc:1309202],360881
AC097784.1,ENSRNOG00000056374,,NA
RF00026,ENSRNOG00000053344,,NA
Olr1624,ENSRNOG00000045711,olfactory receptor 1624 [Source:RGD Symbol;Acc:1334059],290001
Rarres2,ENSRNOG00000024705,retinoic acid receptor responder 2 [Source:RGD Symbol;Acc:1309874],297073
RF00026,ENSRNOG00000056557,,NA
Tnfaip8l3,ENSRNOG00000024230,TNF alpha induced protein 8 like 3 [Source:RGD Symbol;Acc:1311533],315673
RF00015,ENSRNOG00000057890,,NA
RF00004,ENSRNOG00000059939,,NA
Skor2,ENSRNOG00000018006,SKI family transcriptional corepressor 2 [Source:RGD Symbol;Acc:1598071],NA
Clic4,ENSRNOG00000018109,chloride intracellular channel 4 [Source:RGD Symbol;Acc:61857],83718
Mir3099,ENSRNOG00000046704,microRNA 3099 [Source:RGD Symbol;Acc:7489040],NA
Smpd5,ENSRNOG00000037299,sphingomyelin phosphodiesterase 5 [Source:RGD Symbol;Acc:2323312],100359829
Lsmem1,ENSRNOG00000039110,leucine-rich single-pass membrane protein 1 [Source:RGD Symbol;Acc:1587073],680810
Sigirr,ENSRNOG00000015593,single Ig and TIR domain containing [Source:RGD Symbol;Acc:1306732],309106
AABR07068150.1,ENSRNOG00000047743,,NA
Psma6,ENSRNOG00000007114,proteasome subunit alpha 6 [Source:RGD Symbol;Acc:61849],29673
Evx1,ENSRNOG00000046734,even-skipped homeobox 1 [Source:RGD Symbol;Acc:11434685],108348126
Gldn,ENSRNOG00000024082,gliomedin [Source:RGD Symbol;Acc:727879],315675
Ecd,ENSRNOG00000042253,ecdysoneless cell cycle regulator [Source:RGD Symbol;Acc:1565023],688968
AC105645.3,ENSRNOG00000057300,,NA
Rhbdl2,ENSRNOG00000026592,rhomboid like 2 [Source:RGD Symbol;Acc:1308295],298512
AABR07035561.3,ENSRNOG00000058864,,NA
AC109844.1,ENSRNOG00000053259,,NA
Afg3l1,ENSRNOG00000026994,AFG3(ATPase family gene 3)-like 1 (S. cerevisiae) [Source:RGD Symbol;Acc:1309722],361436
AABR07035780.2,ENSRNOG00000058123,,NA
Eml1,ENSRNOG00000043143,echinoderm microtubule associated protein like 1 [Source:RGD Symbol;Acc:1306374],362783
Pfkfb3,ENSRNOG00000018911,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:RGD Symbol;Acc:619776]",117276
Klhl32,ENSRNOG00000007441,kelch-like family member 32 [Source:RGD Symbol;Acc:1310364],313111
AC117971.2,ENSRNOG00000059452,,NA
LOC100360781,ENSRNOG00000034180,ribosomal protein L37-like [Source:RGD Symbol;Acc:2321477],100360781
AABR07042077.1,ENSRNOG00000002734,,NA
AABR07035955.1,ENSRNOG00000062144,,NA
Gtpbp8,ENSRNOG00000002044,GTP-binding protein 8 (putative) [Source:RGD Symbol;Acc:1310025],360714
Sppl3,ENSRNOG00000001178,signal peptide peptidase like 3 [Source:RGD Symbol;Acc:1562826],360822
Olr292,ENSRNOG00000057889,olfactory receptor 292 [Source:RGD Symbol;Acc:1333185],293594
AABR07066957.1,ENSRNOG00000054358,,NA
AABR07057907.1,ENSRNOG00000053194,,NA
Saa4,ENSRNOG00000055531,serum amyloid A4 [Source:RGD Symbol;Acc:1307371],365245
Saa4,ENSRNOG00000055531,serum amyloid A4 [Source:RGD Symbol;Acc:1307371],308598
Scd2,ENSRNOG00000046005,stearoyl-Coenzyme A desaturase 2 [Source:RGD Symbol;Acc:621177],83792
AABR07041794.1,ENSRNOG00000052271,,NA
S100a5,ENSRNOG00000011748,S100 calcium binding protein A5 [Source:RGD Symbol;Acc:1308996],295211
AABR07029006.1,ENSRNOG00000032482,,NA
AABR07004876.1,ENSRNOG00000018083,,NA
AABR07071045.1,ENSRNOG00000058170,,NA
AABR07071959.1,ENSRNOG00000043455,,NA
AABR07071779.2,ENSRNOG00000061384,,NA
Cpped1,ENSRNOG00000015118,calcineurin-like phosphoesterase domain containing 1 [Source:RGD Symbol;Acc:1306568],302890
Rab7b,ENSRNOG00000039754,"Rab7b, member RAS oncogene family [Source:RGD Symbol;Acc:1562617]",501854
Klhl36,ENSRNOG00000016422,kelch-like family member 36 [Source:RGD Symbol;Acc:1561366],498957
AC131483.1,ENSRNOG00000007816,,NA
Olr1345,ENSRNOG00000047633,olfactory receptor 1345 [Source:RGD Symbol;Acc:1334141],405023
Olr1145,ENSRNOG00000050124,olfactory receptor 1145 [Source:RGD Symbol;Acc:1333466],300405
Dld,ENSRNOG00000006364,dihydrolipoamide dehydrogenase [Source:RGD Symbol;Acc:735073],298942
B4galnt4,ENSRNOG00000053075,"beta-1,4-N-acetyl-galactosaminyl transferase 4 [Source:RGD Symbol;Acc:1310052]",309105
Kcnk5,ENSRNOG00000047005,potassium two pore domain channel subfamily K member 5 [Source:RGD Symbol;Acc:1564985],364241
Itk,ENSRNOG00000006860,IL2-inducible T-cell kinase [Source:RGD Symbol;Acc:1311618],363577
Ovch2,ENSRNOG00000019794,ovochymase 2 [Source:RGD Symbol;Acc:1564636],308919
Spata13,ENSRNOG00000013707,spermatogenesis associated 13 [Source:RGD Symbol;Acc:1307364],305938
Camk2n1,ENSRNOG00000016322,calcium/calmodulin-dependent protein kinase II inhibitor 1 [Source:RGD Symbol;Acc:708430],287005
LOC102555635,ENSRNOG00000023431,zinc finger protein 39-like [Source:RGD Symbol;Acc:7511312],102555635
Boc,ENSRNOG00000002041,"BOC cell adhesion associated, oncogene regulated [Source:RGD Symbol;Acc:1304550]",360715
AABR07035428.2,ENSRNOG00000056768,,NA
Inmt,ENSRNOG00000011250,indolethylamine N-methyltransferase [Source:RGD Symbol;Acc:1597087],368066
Tlcd2,ENSRNOG00000037275,TLC domain containing 2 [Source:RGD Symbol;Acc:1562631],497955
AC094246.2,ENSRNOG00000022718,,NA
Rfx7,ENSRNOG00000060367,"regulatory factor X, 7 [Source:RGD Symbol;Acc:1308795]",315804
Serpine3,ENSRNOG00000009814,serpin family E member 3 [Source:RGD Symbol;Acc:1585042],691375
Rnase3,ENSRNOG00000031445,ribonuclease A family member 3 [Source:RGD Symbol;Acc:621580],192264
Hspa4,ENSRNOG00000016596,heat shock protein family A member 4 [Source:RGD Symbol;Acc:628878],266759
Slco6b1,ENSRNOG00000019252,solute carrier organic anion transporter family member 6B1 [Source:RGD Symbol;Acc:620278],170925
Plekhf2,ENSRNOG00000026662,pleckstrin homology and FYVE domain containing 2 [Source:RGD Symbol;Acc:1312029],362484
Ncln,ENSRNOG00000004793,nicalin [Source:RGD Symbol;Acc:1309355],314648
RF00181,ENSRNOG00000058657,,NA
C1qtnf9,ENSRNOG00000013793,C1q and TNF related 9 [Source:RGD Symbol;Acc:1560876],364395
Tceal3,ENSRNOG00000046390,transcription elongation factor A like 3 [Source:RGD Symbol;Acc:1562504],679974
Tceal3,ENSRNOG00000046390,transcription elongation factor A like 3 [Source:RGD Symbol;Acc:1562504],501628
RF00423,ENSRNOG00000054885,,NA
Lrtm1,ENSRNOG00000047131,leucine-rich repeats and transmembrane domains 1 [Source:RGD Symbol;Acc:2321691],100360666
Scin,ENSRNOG00000004498,scinderin [Source:RGD Symbol;Acc:735034],298975
RF00560,ENSRNOG00000059932,"predicted gene, 24079 [Source:MGI Symbol;Acc:MGI:5453856]",NA
Tmem129,ENSRNOG00000017329,transmembrane protein 129 [Source:RGD Symbol;Acc:1310828],305458
RF00560,ENSRNOG00000055104,,NA
Batf2,ENSRNOG00000021018,basic leucine zipper ATF-like transcription factor 2 [Source:RGD Symbol;Acc:1311481],309178
Nlk,ENSRNOG00000008704,nemo like kinase [Source:RGD Symbol;Acc:1561602],497961
Sirpb3,ENSRNOG00000026061,signal-regulatory protein beta 3 [Source:RGD Symbol;Acc:1566226],296149
AABR07034632.1,ENSRNOG00000038370,,NA
Cdca8,ENSRNOG00000031431,cell division cycle associated 8 [Source:RGD Symbol;Acc:1566306],500545
AABR07006860.2,ENSRNOG00000053424,,NA
Chrna6,ENSRNOG00000012283,cholinergic receptor nicotinic alpha 6 subunit [Source:RGD Symbol;Acc:69281],81721
Fam71b,ENSRNOG00000021425,"family with sequence similarity 71, member B [Source:RGD Symbol;Acc:1563555]",497888
mrpl24,ENSRNOG00000022234,mitochondrial ribosomal protein L24 [Source:RGD Symbol;Acc:1359289],295224
Mir632,ENSRNOG00000043969,microRNA 632 [Source:RGD Symbol;Acc:2325479],NA
Gstm3,ENSRNOG00000049743,glutathione S-transferase mu 3 [Source:RGD Symbol;Acc:11402080],64352
Gstm3,ENSRNOG00000049743,glutathione S-transferase mu 3 [Source:RGD Symbol;Acc:11402080],108348148
RF00560,ENSRNOG00000060330,,NA
Nt5e,ENSRNOG00000011071,"5' nucleotidase, ecto [Source:RGD Symbol;Acc:61956]",58813
RGD1304624,ENSRNOG00000006986,similar to RIKEN cDNA 2700097O09 [Source:RGD Symbol;Acc:1304624],314128
RF00560,ENSRNOG00000057828,,NA
Olr495,ENSRNOG00000061224,olfactory receptor 495 [Source:RGD Symbol;Acc:1333916],100909940
LOC499542,ENSRNOG00000032427,LRRGT00178 [Source:RGD Symbol;Acc:1563766],499542
Olr651,ENSRNOG00000047268,olfactory receptor 651 [Source:RGD Symbol;Acc:1333415],295858
RF00026,ENSRNOG00000061693,,NA
Mcts1,ENSRNOG00000002563,"MCTS1, re-initiation and release factor [Source:RGD Symbol;Acc:1566390]",302500
RF00019,ENSRNOG00000054708,,NA
Olr557,ENSRNOG00000031264,olfactory receptor 557 [Source:RGD Symbol;Acc:1333935],404871
AABR07064998.2,ENSRNOG00000038308,,NA
Krtap15-1,ENSRNOG00000049399,keratin associated protein 15-1 [Source:RGD Symbol;Acc:1311088],288297
RF00019,ENSRNOG00000051625,,NA
RF00026,ENSRNOG00000054166,,NA
AC142154.1,ENSRNOG00000050758,,NA
RF00003,ENSRNOG00000052756,,NA
2310050C09Rik,ENSRNOG00000023511,RIKEN cDNA 2310050C09 gene [Source:MGI Symbol;Acc:MGI:1913783],686143
RF00413,ENSRNOG00000055603,,NA
Magel2,ENSRNOG00000010158,MAGE family member L2 [Source:RGD Symbol;Acc:1583615],679875
RF00002,ENSRNOG00000053888,,NA
Olr1243,ENSRNOG00000061259,olfactory receptor 1243 [Source:RGD Symbol;Acc:1333764],300568
AABR07042361.1,ENSRNOG00000052690,,NA
AABR07060156.1,ENSRNOG00000027692,,NA
AABR07006310.1,ENSRNOG00000021084,macrophage expressed 1 [Source:NCBI gene;Acc:64552],64552
RF00003,ENSRNOG00000057257,,NA
LOC681367,ENSRNOG00000046871,hypothetical protein LOC681367 [Source:RGD Symbol;Acc:1596723],681367
AABR07014987.1,ENSRNOG00000059475,,NA
AABR07062266.1,ENSRNOG00000049892,,NA
AABR07031533.3,ENSRNOG00000058311,,NA
Hdc,ENSRNOG00000010262,histidine decarboxylase [Source:RGD Symbol;Acc:2790],24443
LOC361016,ENSRNOG00000007206,similar to RIKEN cDNA 4933406L09 [Source:RGD Symbol;Acc:1359720],361016
Olr1l,ENSRNOG00000053124,olfactory receptor 1-like [Source:RGD Symbol;Acc:1333287],365170
AABR07058886.1,ENSRNOG00000055307,,NA
RF00189,ENSRNOG00000057012,"small nucleolar RNA, C/D box 95 [Source:MGI Symbol;Acc:MGI:3819567]",NA
AABR07003310.1,ENSRNOG00000052766,,NA
AABR07032417.1,ENSRNOG00000061266,,NA
Pth,ENSRNOG00000014318,parathyroid hormone [Source:RGD Symbol;Acc:3440],24694
AABR07070858.1,ENSRNOG00000050039,,NA
Adm,ENSRNOG00000027030,adrenomedullin [Source:RGD Symbol;Acc:2047],25026
AABR07018331.2,ENSRNOG00000059143,,NA
Vom1r78,ENSRNOG00000057171,vomeronasal 1 receptor 78 [Source:RGD Symbol;Acc:1549704],NA
Mir483,ENSRNOG00000036246,microRNA 483 [Source:RGD Symbol;Acc:2314879],NA
Kdm5b,ENSRNOG00000060544,lysine demethylase 5B [Source:RGD Symbol;Acc:1565602],304809
AABR07018438.1,ENSRNOG00000054138,,NA
AABR07027283.1,ENSRNOG00000058495,,NA
Medag,ENSRNOG00000000906,mesenteric estrogen-dependent adipogenesis [Source:RGD Symbol;Acc:1307396],360757
Smim10l1,ENSRNOG00000047309,small integral membrane protein 10 like 1 [Source:MGI Symbol;Acc:MGI:1914379],NA
AABR07024721.1,ENSRNOG00000056527,,NA
RF00105,ENSRNOG00000058715,,NA
AABR07035864.1,ENSRNOG00000052043,,NA
Rxfp1,ENSRNOG00000024120,relaxin family peptide receptor 1 [Source:RGD Symbol;Acc:1302973],295144
Dsg2,ENSRNOG00000016526,desmoglein 2 [Source:RGD Symbol;Acc:1311143],307562
Pih1d3,ENSRNOG00000054900,PIH1 domain containing 3 [Source:RGD Symbol;Acc:1566312],315915
AABR07036089.1,ENSRNOG00000055993,,NA
AABR07065645.2,ENSRNOG00000047785,,NA
AABR07027029.1,ENSRNOG00000053786,,NA
RF02271,ENSRNOG00000061708,,NA
Mir3558,ENSRNOG00000050479,microRNA 3558 [Source:RGD Symbol;Acc:4888601],NA
Mpzl3,ENSRNOG00000026753,myelin protein zero-like 3 [Source:RGD Symbol;Acc:1310980],363054
AABR07070774.1,ENSRNOG00000055032,,NA
AABR07017639.2,ENSRNOG00000055238,,NA
AABR07044805.2,ENSRNOG00000056976,,NA
AC120750.1,ENSRNOG00000050522,,NA
Mpdu1,ENSRNOG00000012162,mannose-P-dolichol utilization defect 1 [Source:RGD Symbol;Acc:1307699],303244
RF00066,ENSRNOG00000058887,,NA
AABR07071245.1,ENSRNOG00000052905,,NA
Gls,ENSRNOG00000056246,glutaminase [Source:RGD Symbol;Acc:2707],24398
Meig1,ENSRNOG00000016283,meiosis/spermiogenesis associated 1 [Source:RGD Symbol;Acc:1583655],679834
RF00100,ENSRNOG00000059774,,NA
Etv5,ENSRNOG00000001785,ets variant 5 [Source:RGD Symbol;Acc:1309590],303828
RF00003,ENSRNOG00000052928,,NA
Hcls1,ENSRNOG00000038881,hematopoietic cell specific Lyn substrate 1 [Source:RGD Symbol;Acc:1304754],288077
Mug2,ENSRNOG00000033245,murinoglobulin 2 [Source:RGD Symbol;Acc:1302962],408236
AABR07002784.1,ENSRNOG00000053366,,NA
RF00100,ENSRNOG00000060155,,NA
Erfe,ENSRNOG00000024688,erythroferrone [Source:RGD Symbol;Acc:1584688],681056
Trim8,ENSRNOG00000019968,tripartite motif-containing 8 [Source:RGD Symbol;Acc:1585223],688785
AABR07072593.1,ENSRNOG00000056718,,NA
RF00066,ENSRNOG00000059090,,NA
AABR07068030.1,ENSRNOG00000055318,,NA
Caskin1,ENSRNOG00000003195,CASK interacting protein 1 [Source:RGD Symbol;Acc:620191],140722
AABR07044054.1,ENSRNOG00000057071,,NA
Svopl,ENSRNOG00000013378,SVOP like [Source:RGD Symbol;Acc:1566053],500085
Adra1a,ENSRNOG00000009522,adrenoceptor alpha 1A [Source:RGD Symbol;Acc:2055],29412
AABR07045297.1,ENSRNOG00000058121,,NA
Gpr173,ENSRNOG00000057658,G-protein coupled receptor 173 [Source:RGD Symbol;Acc:620748],64021
RF00478,ENSRNOG00000052791,,NA
AABR07065643.1,ENSRNOG00000060451,,NA
LOC100909878,ENSRNOG00000052207,40S ribosomal protein S15a-like [Source:RGD Symbol;Acc:6501297],NA
RF00392,ENSRNOG00000055611,,NA
Ecsit,ENSRNOG00000014128,ECSIT signalling integrator [Source:RGD Symbol;Acc:1359488],300447
AABR07040839.2,ENSRNOG00000060860,,NA
Zfp92,ENSRNOG00000051836,zinc finger protein 92 [Source:MGI Symbol;Acc:MGI:108094],NA
AABR07018574.1,ENSRNOG00000047865,,NA
Mrto4,ENSRNOG00000017979,"MRT4 homolog, ribosome maturation factor [Source:RGD Symbol;Acc:1311709]",298586
RF00026,ENSRNOG00000060214,,NA
Dlgap2,ENSRNOG00000012573,DLG associated protein 2 [Source:RGD Symbol;Acc:620224],116681
RF00001,ENSRNOG00000060766,,NA
Xkrx,ENSRNOG00000054136,"XK related, X-linked [Source:RGD Symbol;Acc:1359223]",497101
Fam120b,ENSRNOG00000058790,family with sequence similarity 120B [Source:RGD Symbol;Acc:1310304],308218
Zmynd10,ENSRNOG00000021602,"zinc finger, MYND-type containing 10 [Source:RGD Symbol;Acc:1303250]",363139
RF00026,ENSRNOG00000051763,,NA
RF00100,ENSRNOG00000058640,,NA
Slc22a23,ENSRNOG00000017210,"solute carrier family 22, member 23 [Source:RGD Symbol;Acc:620302]",64559
RF00152,ENSRNOG00000040595,microRNA 5117 [Source:MGI Symbol;Acc:MGI:4950437],NA
Trmt112,ENSRNOG00000021132,tRNA methyltransferase subunit 11-2 [Source:RGD Symbol;Acc:1309710],293700
RF00100,ENSRNOG00000061887,,NA
RF00026,ENSRNOG00000053748,,NA
LOC100910656,ENSRNOG00000047072,ly-6/neurotoxin-like protein 1-like [Source:RGD Symbol;Acc:6497362],100910656
