gene_name,ensembl,description,entrezgene
,AT5G36390,ECA1 gametogenesis related family protein [Source:UniProtKB/TrEMBL;Acc:A7REH6],5008257
,AT5G36390,ECA1 gametogenesis related family protein [Source:UniProtKB/TrEMBL;Acc:A7REH6],5008260
,AT5G36390,ECA1 gametogenesis related family protein [Source:UniProtKB/TrEMBL;Acc:A7REH6],5008261
,AT5G36390,ECA1 gametogenesis related family protein [Source:UniProtKB/TrEMBL;Acc:A7REH6],5008249
,AT5G36390,ECA1 gametogenesis related family protein [Source:UniProtKB/TrEMBL;Acc:A7REH6],5008253
,AT5G36390,ECA1 gametogenesis related family protein [Source:UniProtKB/TrEMBL;Acc:A7REH6],5008255
,AT5G36390,ECA1 gametogenesis related family protein [Source:UniProtKB/TrEMBL;Acc:A7REH6],5008252
,AT5G36390,ECA1 gametogenesis related family protein [Source:UniProtKB/TrEMBL;Acc:A7REH6],5008254
DFC,AT5G10130,Protein DOWNSTREAM OF FLC [Source:UniProtKB/Swiss-Prot;Acc:Q9LX15],830877
,AT3G51340,Eukaryotic aspartyl protease family protein [Source:UniProtKB/TrEMBL;Acc:F4J3B9],824297
APT4,AT4G12440,APT4 [Source:UniProtKB/TrEMBL;Acc:A0A178URQ7],826856
,AT5G67265,unknown protein. [Source:TAIR;Acc:AT5G67265],10723094
LBD21,AT3G11090,LBD21 [Source:UniProtKB/TrEMBL;Acc:A0A178V6L2],820280
,AT1G19565,UPF0725 protein At1g19565 [Source:UniProtKB/Swiss-Prot;Acc:P0C8P5],28717251
ARF3,AT2G33860,Auxin response factor 3 [Source:UniProtKB/Swiss-Prot;Acc:O23661],817956
,AT3G51360,Eukaryotic aspartyl protease family protein [Source:UniProtKB/TrEMBL;Acc:A0A1I9LQZ6],824299
UBC20,AT1G50490,Ubiquitin-conjugating enzyme E2 20 [Source:UniProtKB/Swiss-Prot;Acc:Q8L7T3],841471
CSLA9,AT5G03760,Glucomannan 4-beta-mannosyltransferase 9 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZR3],831734
RTNLB6,AT3G61560,Reticulon-like protein B6 [Source:UniProtKB/Swiss-Prot;Acc:Q6DBN4],825329
DMP10,AT5G27370,Protein DMP10 [Source:UniProtKB/Swiss-Prot;Acc:Q3E912],832796
TBL15,AT2G37720,Protein trichome birefringence-like 15 [Source:UniProtKB/Swiss-Prot;Acc:O80940],818349
LBD25,AT3G27650,LOB domain-containing protein 25 [Source:UniProtKB/Swiss-Prot;Acc:Q8L8Q3],822387
,AT3G45555,RBR-type E3 ubiquitin transferase [Source:UniProtKB/TrEMBL;Acc:Q4PS42],823697
,AT5G11340,Acyl-CoA N-acyltransferases (NAT) superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9LFM3],831005
EXPA17,AT4G01630,Expansin [Source:UniProtKB/TrEMBL;Acc:A0A178UWZ2],827983
,AT5G32440,Ubiquitin system component Cue protein [Source:UniProtKB/TrEMBL;Acc:F4KED5],833203
BHLH10,AT2G31220,Transcription factor bHLH10 [Source:UniProtKB/Swiss-Prot;Acc:Q84TK1],817679
YSL8,AT1G48370,Probable metal-nicotianamine transporter YSL8 [Source:UniProtKB/Swiss-Prot;Acc:Q6R3K4],841257
,AT3G43120,Auxin-responsive protein-like protein [Source:UniProtKB/TrEMBL;Acc:Q9M249],823371
LPP4,AT3G18220,Probable lipid phosphate phosphatase 4 [Source:UniProtKB/Swiss-Prot;Acc:Q0WNG6],821350
ARASP,AT2G32480,"Membrane metalloprotease ARASP, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O80885]",817809
SCPL35,AT5G08260,Serine carboxypeptidase-like 35 [Source:UniProtKB/Swiss-Prot;Acc:Q9LEY1],830722
,AT5G06990,Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q9FL47],830590
,AT2G06675,,28717736
DSPTP1,AT3G23610,dual specificity protein phosphatase 1 [Source:TAIR;Acc:AT3G23610],821941
SAC9,AT3G59770,SacI homology domain-containing protein / WW domain-containing protein [Source:UniProtKB/TrEMBL;Acc:F4J9G0],825146
,AT3G05940,At3g05940 [Source:UniProtKB/TrEMBL;Acc:Q9SFF8],819764
CYP71A26,AT3G48270,Cytochrome P450 71A26 [Source:UniProtKB/Swiss-Prot;Acc:Q9STK7],823985
,AT3G53040,Late embryogenesis abundant protein At3g53040 [Source:UniProtKB/Swiss-Prot;Acc:Q9LF88],824470
,AT2G24670,B3 domain-containing protein At2g24670 [Source:UniProtKB/Swiss-Prot;Acc:Q9SJ98],817003
PCMP-A5,AT3G26540,Pentatricopeptide repeat-containing protein At3g26540 [Source:UniProtKB/Swiss-Prot;Acc:Q9LRV2],822262
,AT4G17830,Peptidase M20/M25/M40 family protein [Source:UniProtKB/TrEMBL;Acc:F4JPZ7],827506
,AT1G02705,,28716024
,AT1G21065,Secondary thiamine-phosphate synthase enzyme [Source:UniProtKB/TrEMBL;Acc:Q9LPU1],838701
,AT3G05600,Alpha/beta-Hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9M9W5],819726
KIN14N,AT5G54670,Kinesin-like protein [Source:UniProtKB/TrEMBL;Acc:A0A178UTF4],835556
CYS4,AT4G16500,Cysteine proteinase inhibitor 4 [Source:UniProtKB/Swiss-Prot;Acc:Q84WT8],827348
,AT2G42490,Amine oxidase [Source:UniProtKB/TrEMBL;Acc:Q8L866],818849
,AT5G20165,Protein kish [Source:UniProtKB/TrEMBL;Acc:F4K459],832139
,AT4G38890,tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like [Source:UniProtKB/Swiss-Prot;Acc:Q9T0J6],830044
DRT101,AT5G18070,Phosphoacetylglucosamine mutase [Source:UniProtKB/Swiss-Prot;Acc:P57750],831926
AGD13,AT4G05330,AGD13 [Source:UniProtKB/TrEMBL;Acc:A0A178V602],825881
,AT4G03140,NAD(P)-binding Rossmann-fold superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JI53],828065
,AT2G37125,GRF zinc finger protein [Source:UniProtKB/TrEMBL;Acc:A0A1P8B1C6],28718332
,AT3G46430,AT3g46430/F18L15_150 [Source:UniProtKB/TrEMBL;Acc:Q9SN96],836081
,AT3G46430,AT3g46430/F18L15_150 [Source:UniProtKB/TrEMBL;Acc:Q9SN96],823793
PLIM2A,AT2G45800,LIM domain-containing protein PLIM2a [Source:UniProtKB/Swiss-Prot;Acc:O80839],819188
SBT3.5,AT1G32940,Subtilisin-like protease SBT3.5 [Source:UniProtKB/Swiss-Prot;Acc:Q9MAP7],840188
RVE6,AT5G52660,Protein REVEILLE 6 [Source:UniProtKB/Swiss-Prot;Acc:Q8H0W3],835343
,AT2G40815,Calcium-dependent lipid-binding (CaLB domain) family protein [Source:UniProtKB/TrEMBL;Acc:F4IIZ8],7922407
TIO,AT1G50240,Serine/threonine-protein kinase TIO [Source:UniProtKB/Swiss-Prot;Acc:Q2QAV0],841446
,AT4G39570,F-box/kelch-repeat protein At4g39570 [Source:UniProtKB/Swiss-Prot;Acc:Q9SVA1],830111
,AT4G38225,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; Ha. [Source:TAIR;Acc:AT4G38225],829979
SECE1,AT4G14870,SECE1 [Source:UniProtKB/TrEMBL;Acc:A0A178UZ24],827144
,AT2G39805,Protein YIPF [Source:UniProtKB/TrEMBL;Acc:A0A178VTF3],818567
AHL3,AT4G25320,AT-hook motif nuclear-localized protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9SB31],828635
,AT3G22850,Aluminum induced protein with YGL and LRDR motifs [Source:UniProtKB/TrEMBL;Acc:Q9LIL3],821857
,AT3G56330,tRNA (guanine(26)-N(2))-dimethyltransferase [Source:UniProtKB/TrEMBL;Acc:Q9LYL0],824800
,AT2G29850,unknown protein; BEST Arabidopsis thaliana protein match is: Plant protein 1589 of unknown function (TAIR:AT2G29605.1); Ha. [Source:TAIR;Acc:AT2G29850],817535
,AT3G48675,Egg cell-secreted-like protein (DUF1278) [Source:UniProtKB/TrEMBL;Acc:Q3EAM7],824028
KIN14C,AT4G21270,Kinesin-like protein KIN-14C [Source:UniProtKB/Swiss-Prot;Acc:Q07970],827876
,AT1G71015,At1g71015 [Source:UniProtKB/TrEMBL;Acc:Q9SSJ7],843441
,AT1G46696,Uncharacterized protein F2G19.33 [Source:UniProtKB/TrEMBL;Acc:Q9C631],841116
YCF3,ATCG00360,Tetratricopeptide repeat (TPR)-like superfamily protein [Source:TAIR;Acc:ATCG00360],NA
,AT5G34869,Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q1G374],5008234
,AT3G22210,At3g22210 [Source:UniProtKB/TrEMBL;Acc:Q8LA01],821785
,AT5G18550,Zinc finger CCCH domain-containing protein 58 [Source:UniProtKB/Swiss-Prot;Acc:Q6NPN3],831973
EMB514,AT5G62440,Protein EMBRYO DEFECTIVE 514 [Source:UniProtKB/Swiss-Prot;Acc:Q8L557],836365
,AT1G71790,Probable F-actin-capping protein subunit beta [Source:UniProtKB/Swiss-Prot;Acc:Q9M9G7],843509
,AT3G09085,At3g09085 [Source:UniProtKB/TrEMBL;Acc:Q8LDK7],820062
,AT4G35335,Nucleotide-sugar transporter family protein [Source:TAIR;Acc:AT4G35335],NA
,AT2G04910,Carbohydrate-binding X8 domain superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9SI35],815038
,AT5G19370,"Rhodanese-like/PpiC domain-containing protein 12, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q93WI0]",832057
PSAK,AT1G30380,"Photosystem I reaction center subunit psaK, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SUI5]",839918
,AT3G15605,Nucleic acid binding protein [Source:UniProtKB/TrEMBL;Acc:F4J000],820802
RH43,AT4G33370,Putative DEAD-box ATP-dependent RNA helicase 43 [Source:UniProtKB/Swiss-Prot;Acc:Q9SZB4],829474
,AT2G16360,Ribosomal protein S25 family protein [Source:TAIR;Acc:AT2G16360],NA
,AT2G18210,At2g18210 [Source:UniProtKB/TrEMBL;Acc:Q9ZPV4],816336
,AT2G25737,Sulfite exporter TauE/SafE family protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q8L7A0],817116
SUGTL5,AT3G05400,Sugar transporter ERD6-like 12 [Source:UniProtKB/Swiss-Prot;Acc:Q8VZT3],819704
,AT1G05860,INO80 complex subunit D-like protein [Source:UniProtKB/TrEMBL;Acc:Q9MA40],837096
SCL27,AT2G45160,Scarecrow-like protein 27 [Source:UniProtKB/Swiss-Prot;Acc:Q7XJM8],819124
,AT3G30525,Nuclease [Source:UniProtKB/TrEMBL;Acc:A0A1I9LPP6],28719348
,AT4G24920,secE/sec61-gamma protein transport protein [Source:TAIR;Acc:AT4G24920],835114
,AT4G24920,secE/sec61-gamma protein transport protein [Source:TAIR;Acc:AT4G24920],828594
,AT2G32030,Acyl-CoA N-acyltransferases (NAT) superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9SKZ6],817763
,AT5G19172,Defensin-like protein 49 [Source:UniProtKB/Swiss-Prot;Acc:Q2V366],3770620
,AT3G46420,Leucine-rich repeat protein kinase family protein [Source:UniProtKB/TrEMBL;Acc:Q9SN97],823792
,AT1G21350,Thioredoxin superfamily protein [Source:TAIR;Acc:AT1G21350],838734
,AT5G52030,TraB family protein [Source:UniProtKB/TrEMBL;Acc:Q9FJ89],835278
,AT4G21570,Protein of unknown function (DUF300) [Source:TAIR;Acc:AT4G21570],828242
,AT2G19850,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G54730.1); Ha. [Source:TAIR;Acc:AT2G19850],816504
AGL98,AT5G39810,AGAMOUS-like 98 [Source:UniProtKB/TrEMBL;Acc:Q9FIW6],833977
BGLU9,AT4G27820,Beta-glucosidase 9 [Source:UniProtKB/Swiss-Prot;Acc:Q9STP4],828895
,AT5G14140,Nucleic acid binding / zinc ion binding protein [Source:UniProtKB/TrEMBL;Acc:Q0WRF4],831264
,AT1G26976,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; Ha. [Source:TAIR;Acc:AT1G26976],7922551
,AT5G57887,Putative uncharacterized protein At5g57887 [Source:UniProtKB/TrEMBL;Acc:Q8GWP9],835899
,AT1G53430,Probable LRR receptor-like serine/threonine-protein kinase At1g53430 [Source:UniProtKB/Swiss-Prot;Acc:C0LGG8],841778
PHO1-H8,AT1G35350,Phosphate transporter PHO1 homolog 8 [Source:UniProtKB/Swiss-Prot;Acc:Q6R8G2],840424
LST8-2,AT2G22040,Non-functional target of rapamycin complex subunit LST8-2 [Source:UniProtKB/Swiss-Prot;Acc:F4IIK6],816739
,AT4G39630,unknown protein; Ha. [Source:TAIR;Acc:AT4G39630],830117
SWI3C,AT1G21700,SWI/SNF complex subunit SWI3C [Source:UniProtKB/Swiss-Prot;Acc:Q9XI07],838774
,AT5G53800,unknown protein; Ha. [Source:TAIR;Acc:AT5G53800],835461
,AT5G27890,BEST Arabidopsis thaliana protein match is: myosin heavy chain-related (TAIR:AT2G15420.1); Ha. [Source:TAIR;Acc:AT5G27890],832853
ERF016,AT5G21960,Ethylene-responsive transcription factor ERF016 [Source:UniProtKB/Swiss-Prot;Acc:Q9C591],832256
AFP1,AT1G69260,Ninja-family protein AFP1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LQ98],843257
CYP96A10,AT4G39490,CYP96A10 [Source:UniProtKB/TrEMBL;Acc:A0A178UWN2],3770599
,AT3G16580,F-box/kelch-repeat protein At3g16580 [Source:UniProtKB/Swiss-Prot;Acc:Q9LUS6],820908
ICR4,AT1G78430,RIP4 [Source:UniProtKB/TrEMBL;Acc:A0A178W8E0],844179
GAD1,AT5G17330,Glutamate decarboxylase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q42521],831599
,AT5G61260,Emb [Source:UniProtKB/TrEMBL;Acc:Q9FLK7],836247
,AT5G42905,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4K355]",834302
,AT2G22620,Rhamnogalacturonate lyase family protein [Source:UniProtKB/TrEMBL;Acc:Q9ZQ51],816793
,AT2G10930,Transmembrane protein [Source:UniProtKB/TrEMBL;Acc:Q9SHW4],815557
F-ATMBP,AT1G52030,Myrosinase-binding protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SAV1],841632
RAP2-13,AT1G22190,Ethylene-responsive transcription factor RAP2-13 [Source:UniProtKB/Swiss-Prot;Acc:Q9LM15],838824
,AT2G03510,Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q9ZQ87],814880
GRDP2,AT4G37900,Glycine-rich domain-containing protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SZJ2],829946
,AT1G25520,GDT1-like protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9C6M1],839138
CIA1,AT2G26060,Protein CIA1 [Source:UniProtKB/Swiss-Prot;Acc:O80990],817147
,AT3G42870,Heat shock protein [Source:UniProtKB/TrEMBL;Acc:Q9M1L8],823333
UBC13,AT3G46460,UBC13 [Source:UniProtKB/TrEMBL;Acc:A0A178V960],823796
,AT4G03590,Cystatin/monellin superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9SY37],825659
,AT5G16960,Quinone oxidoreductase-like protein [Source:UniProtKB/TrEMBL;Acc:Q9LFK5],831559
ATG8D,AT2G05630,Autophagy-related protein [Source:UniProtKB/TrEMBL;Acc:F4IHC1],815112
,AT3G50900,At3g50900 [Source:UniProtKB/TrEMBL;Acc:Q9SVK9],824254
,AT2G33200,Putative F-box protein At2g33200 [Source:UniProtKB/Swiss-Prot;Acc:O49315],817881
,AT5G27300,Pentatricopeptide (PPR) repeat-containing protein [Source:UniProtKB/TrEMBL;Acc:F4K2V9],832788
,AT2G15500,Putative poly(A) binding protein [Source:UniProtKB/TrEMBL;Acc:Q9ZQG2],816042
,AT4G13200,"Uncharacterized protein At4g13200, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8LDV3]",826935
,AT1G30370,DLAH [Source:UniProtKB/TrEMBL;Acc:A0A178W2K8],839917
ATSPX4,AT5G15330,SPX domain gene 4 [Source:TAIR;Acc:AT5G15330],831385
VPS24-2,AT3G45000,Putative vacuolar protein sorting-associated protein 24 homolog 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LXH5],823635
,AT2G20440,Ypt/Rab-GAP domain of gyp1p superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4IVD6],816563
,AT3G46170,Dehydrogenase-like protein [Source:UniProtKB/TrEMBL;Acc:Q9LX78],823760
,AT1G62225,At1g62225 [Source:UniProtKB/TrEMBL;Acc:O04588],842519
NRAMP6,AT1G15960,Metal transporter Nramp6 [Source:UniProtKB/Swiss-Prot;Acc:Q9S9N8],838166
MPS1,AT5G57880,Protein MULTIPOLAR SPINDLE 1 [Source:UniProtKB/Swiss-Prot;Acc:F4KDF5],835898
SDH1-2,AT2G18450,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A178VRF6]",816359
,AT5G28442,"Quinoprotein amine dehydrogenase, beta chain-like RIC1-like guanyl-nucleotide exchange factor [Source:UniProtKB/TrEMBL;Acc:Q7Y205]",10723119
ORC2,AT2G37560,Origin of replication complex subunit 2 [Source:UniProtKB/Swiss-Prot;Acc:Q38899],818332
EDL3,AT3G63060,EID1-like F-box protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q93ZT5],825481
CLPS3,AT3G04680,Protein CLP1 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q9SR06],819626
,AT3G43850,Uncharacterized protein T28A8_140 [Source:UniProtKB/TrEMBL;Acc:Q9LZG3],823498
,AT1G33710,RNA-directed DNA polymerase (Reverse transcriptase)-related family protein [Source:UniProtKB/TrEMBL;Acc:Q3ED23],840262
WRKY26,AT5G07100,Probable WRKY transcription factor 26 [Source:UniProtKB/Swiss-Prot;Acc:Q9C5T3],830601
,AT2G45930,Expressed protein [Source:UniProtKB/TrEMBL;Acc:O80826],819201
CBSDUF4,AT1G03270,Putative DUF21 domain-containing protein At1g03270 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZVS8],838595
BLOS1,AT2G30330,Biogenesis of lysosome-related organelles complex 1 subunit 1 [Source:UniProtKB/Swiss-Prot;Acc:O22929],817583
,AT5G34905,Protein of unknown function (DUF784) [Source:TAIR;Acc:AT5G34905],833432
,AT3G27340,At3g27340 [Source:UniProtKB/TrEMBL;Acc:Q1H557],822355
ERF056,AT2G22200,Ethylene-responsive transcription factor ERF056 [Source:UniProtKB/Swiss-Prot;Acc:Q9SIE4],816754
,AT4G18540,Transmembrane protein [Source:UniProtKB/TrEMBL;Acc:O49522],827586
MPK17,AT2G01450,Mitogen-activated protein kinase 17 [Source:UniProtKB/Swiss-Prot;Acc:Q84M93],814673
CPSF30,AT1G30460,30-kDa cleavage and polyadenylation specificity factor 30 [Source:UniProtKB/Swiss-Prot;Acc:A9LNK9],839925
,AT2G38000,Chaperone protein dnaJ-like protein [Source:UniProtKB/TrEMBL;Acc:Q9SH87],818378
,AT2G39560,At2g39560/F12L6.22 [Source:UniProtKB/TrEMBL;Acc:O80643],818541
,AT1G06148,Unknown gene [Source:TAIR;Acc:AT1G06148],5007666
,AT2G48020,Sugar transporter ERD6-like 7 [Source:UniProtKB/Swiss-Prot;Acc:P93051],819414
,AT3G02645,Putative UPF0481 protein At3g02645 [Source:UniProtKB/Swiss-Prot;Acc:P0C897],10723101
,AT1G07450,Tropinone reductase homolog At1g07450 [Source:UniProtKB/Swiss-Prot;Acc:Q8RX32],837257
PCMP-E20,AT5G08510,Pentatricopeptide repeat-containing protein At5g08510 [Source:UniProtKB/Swiss-Prot;Acc:Q9FNN7],830750
,AT2G27340,At2g27340 [Source:UniProtKB/TrEMBL;Acc:Q6NLZ3],817277
SRS2,AT4G36260,Protein SHI RELATED SEQUENCE 2 [Source:UniProtKB/Swiss-Prot;Acc:O65517],829783
,AT1G16790,At1g16790 [Source:UniProtKB/TrEMBL;Acc:Q6NQG3],838250
GALT3,AT3G06440,Hydroxyproline O-galactosyltransferase GALT3 [Source:UniProtKB/Swiss-Prot;Acc:Q9ASW1],819820
,AT1G64295,F-box associated ubiquitination effector family protein [Source:UniProtKB/TrEMBL;Acc:F4I6P4],842735
,AT1G30750,TPRXL [Source:UniProtKB/TrEMBL;Acc:Q949S2],839955
ACC2,AT1G36180,Acetyl-CoA carboxylase 2 [Source:UniProtKB/Swiss-Prot;Acc:F4I1L3],840522
,AT2G16018,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; Ha. [Source:TAIR;Acc:AT2G16018],7922347
MYB104,AT2G26950,Transcription factor MYB104 [Source:UniProtKB/Swiss-Prot;Acc:Q9SM27],817236
LPAT4,AT1G75020,Probable 1-acyl-sn-glycerol-3-phosphate acyltransferase 4 [Source:UniProtKB/Swiss-Prot;Acc:Q8L4Y2],843840
NFYA7,AT1G30500,Nuclear transcription factor Y subunit A-7 [Source:UniProtKB/Swiss-Prot;Acc:Q84JP1],839929
,AT3G59460,F-box/LRR protein [Source:UniProtKB/TrEMBL;Acc:F4J8B4],825115
,AT1G76465,,28717430
ZKT,AT1G55480,"Protein MET1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q94BS2]",841995
XYLA,AT5G57655,Xylose isomerase [Source:UniProtKB/TrEMBL;Acc:A0A178UDJ9],835871
RH26,AT5G08610,PDE340 [Source:UniProtKB/TrEMBL;Acc:A0A178UFQ6],830762
CRRSP48,AT4G20630,Cysteine-rich repeat secretory protein 49 [Source:UniProtKB/Swiss-Prot;Acc:P0CJ56],827812
CRRSP48,AT4G20630,Cysteine-rich repeat secretory protein 49 [Source:UniProtKB/Swiss-Prot;Acc:P0CJ56],827809
CRRSP48,AT4G20630,Cysteine-rich repeat secretory protein 49 [Source:UniProtKB/Swiss-Prot;Acc:P0CJ56],827810
CRRSP48,AT4G20630,Cysteine-rich repeat secretory protein 49 [Source:UniProtKB/Swiss-Prot;Acc:P0CJ56],827808
CRRSP48,AT4G20630,Cysteine-rich repeat secretory protein 49 [Source:UniProtKB/Swiss-Prot;Acc:P0CJ56],827806
CRRSP48,AT4G20630,Cysteine-rich repeat secretory protein 49 [Source:UniProtKB/Swiss-Prot;Acc:P0CJ56],827807
CRRSP48,AT4G20630,Cysteine-rich repeat secretory protein 49 [Source:UniProtKB/Swiss-Prot;Acc:P0CJ56],827811
CRRSP48,AT4G20630,Cysteine-rich repeat secretory protein 49 [Source:UniProtKB/Swiss-Prot;Acc:P0CJ56],827801
CRRSP48,AT4G20630,Cysteine-rich repeat secretory protein 49 [Source:UniProtKB/Swiss-Prot;Acc:P0CJ56],827802
CRRSP48,AT4G20630,Cysteine-rich repeat secretory protein 49 [Source:UniProtKB/Swiss-Prot;Acc:P0CJ56],827803
CRRSP48,AT4G20630,Cysteine-rich repeat secretory protein 49 [Source:UniProtKB/Swiss-Prot;Acc:P0CJ56],827804
CRRSP48,AT4G20630,Cysteine-rich repeat secretory protein 49 [Source:UniProtKB/Swiss-Prot;Acc:P0CJ56],827805
CRRSP48,AT4G20630,Cysteine-rich repeat secretory protein 49 [Source:UniProtKB/Swiss-Prot;Acc:P0CJ56],827813
AtbZIP52,AT1G06850,AtbZIP transcription factor [Source:UniProtKB/TrEMBL;Acc:Q8VWG0],837197
,AT4G15260,At4g15260 [Source:UniProtKB/TrEMBL;Acc:Q8GYB0],827192
CTC1,AT4G09680,Conserved telomere maintenance component 1 [Source:UniProtKB/TrEMBL;Acc:F4JKR3],826554
,AT2G37700,Fatty acid hydroxylase superfamily [Source:TAIR;Acc:AT2G37700],818347
PRA1G2,AT5G56230,PRA1 family protein G2 [Source:UniProtKB/Swiss-Prot;Acc:Q9FH16],835722
,AT1G63720,At1g63720/F24D7_9 [Source:UniProtKB/TrEMBL;Acc:Q93W23],842676
,AT5G59460,At5g59460 [Source:UniProtKB/TrEMBL;Acc:Q9LTI4],836065
NPF7.3,AT1G32450,Protein NRT1/ PTR FAMILY 7.3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LQL2],840139
RPL16,ATMG00080,Ribosomal protein L16 [Source:UniProtKB/TrEMBL;Acc:G1C2Q4],NA
,AT1G27555,,28717271
,AT5G39970,catalytics [Source:TAIR;Acc:AT5G39970],833994
ATO1,AT2G35010,TO1 [Source:UniProtKB/TrEMBL;Acc:A0A178VSZ4],818065
,AT5G57170,Tautomerase/MIF superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4KAK0],835823
,AT1G70180,At1g70180 [Source:UniProtKB/TrEMBL;Acc:Q8VZ94],843354
,AT3G46750,Low-temperature-induced protein [Source:UniProtKB/TrEMBL;Acc:Q5XVB0],823828
NET3C,AT2G47920,Protein NETWORKED 3C [Source:UniProtKB/Swiss-Prot;Acc:O82259],819404
,AT1G63230,At1g63230 [Source:UniProtKB/TrEMBL;Acc:Q0IGJ6],842628
CRK19,AT4G23270,cysteine-rich RLK (RECEPTOR-like protein kinase) 19 [Source:TAIR;Acc:AT4G23270],828426
,AT3G06160,AP2/B3-like transcriptional factor family protein [Source:UniProtKB/TrEMBL;Acc:F4J9Q0],819790
,AT1G76380,At1g76380 [Source:UniProtKB/TrEMBL;Acc:A4FVS4],843970
,AT1G48150,F21D18.12 [Source:UniProtKB/TrEMBL;Acc:Q9LNG8],841234
WDL7,AT1G70950,Protein WVD2-like 7 [Source:UniProtKB/Swiss-Prot;Acc:Q67Y69],843433
,AT1G14990,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Ha. [Source:TAIR;Acc:AT1G14990],838064
,AT3G12140,EML1 [Source:UniProtKB/TrEMBL;Acc:A0A178VB56],820389
,AT1G22080,Cysteine proteinases superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4HZT2],838813
CAM4,AT1G66410,Calmodulin 4 [Source:UniProtKB/TrEMBL;Acc:F4IEU4],833756
CAM4,AT1G66410,Calmodulin 4 [Source:UniProtKB/TrEMBL;Acc:F4IEU4],842959
RFS2,AT3G57520,Probable galactinol--sucrose galactosyltransferase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q94A08],824919
,AT5G11370,FBD / Leucine Rich Repeat domains containing protein [Source:UniProtKB/TrEMBL;Acc:Q9LFM0],831008
,AT4G32950,Probable protein phosphatase 2C 61 [Source:UniProtKB/Swiss-Prot;Acc:O82637],829432
SMO2-1,AT2G29390,Methylsterol monooxygenase 2-1 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZW22],817488
,AT5G49410,At5g49410 [Source:UniProtKB/TrEMBL;Acc:Q9FGX6],835001
,AT5G24750,UDP-Glycosyltransferase superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4KII1],832544
NAD4L,ATMG00650,NADH dehydrogenase subunit 4L [Source:UniProtKB/TrEMBL;Acc:G1C2W6],NA
,AT4G17616,Pentatricopeptide repeat-containing protein At4g17616 [Source:UniProtKB/Swiss-Prot;Acc:B3H672],6240541
,AT1G72275,LOW protein: nuclease-like protein [Source:UniProtKB/TrEMBL;Acc:A0A1P8AMV0],28717417
,AT1G31163,F-box associated ubiquitination effector family protein [Source:UniProtKB/TrEMBL;Acc:F4I7W1],840002
ATIMD3,AT1G31180,isopropylmalate dehydrogenase 3 [Source:TAIR;Acc:AT1G31180],840006
