gene_name,ensembl,description,entrezgene
gpr39,ENSDARG00000102888,G protein-coupled receptor 39 [Source:ZFIN;Acc:ZDB-GENE-040426-1395],791773
fgf1b,ENSDARG00000042811,fibroblast growth factor 1b [Source:ZFIN;Acc:ZDB-GENE-071004-7],100005049
CT027676.1,ENSDARG00000106564,,NA
zc3h6,ENSDARG00000075165,zinc finger CCCH-type containing 6 [Source:ZFIN;Acc:ZDB-GENE-120727-18],559312
pmm1,ENSDARG00000038398,phosphomannomutase 1 [Source:ZFIN;Acc:ZDB-GENE-180314-1],100007686
faf2,ENSDARG00000052374,Fas associated factor family member 2 [Source:ZFIN;Acc:ZDB-GENE-050208-312],497596
smarcc1b,ENSDARG00000098919,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1b [Source:ZFIN;Acc:ZDB-GENE-060503-273]",553471
gnrh2,ENSDARG00000116186,gonadotropin-releasing hormone 2 [Source:ZFIN;Acc:ZDB-GENE-030516-1],353222
CABZ01070631.1,ENSDARG00000110183,F-BAR and double SH3 domains protein 2-like [Source:NCBI gene;Acc:100537850],100537850
msh3,ENSDARG00000112685,mutS homolog 3 (E. coli) [Source:ZFIN;Acc:ZDB-GENE-060526-307],565400
TC2N,ENSDARG00000095067,"tandem C2 domains, nuclear [Source:HGNC Symbol;Acc:HGNC:19859]",101885722
BX511265.7,ENSDARG00000116595,si:rp71-45g20.4 [Source:NCBI gene;Acc:100006347],100006347
lpar6a,ENSDARG00000062552,lysophosphatidic acid receptor 6a [Source:ZFIN;Acc:ZDB-GENE-061013-343],571773
zgc:162730,ENSDARG00000103720,zgc:162730 [Source:ZFIN;Acc:ZDB-GENE-030131-6366],564559
fbxw8,ENSDARG00000079089,F-box and WD repeat domain containing 8 [Source:ZFIN;Acc:ZDB-GENE-080204-111],100136859
ism2b,ENSDARG00000053859,isthmin 2b [Source:ZFIN;Acc:ZDB-GENE-050523-4],553163
lhfpl2a,ENSDARG00000009653,LHFPL tetraspan subfamily member 2a [Source:ZFIN;Acc:ZDB-GENE-040426-1839],402962
pth4,ENSDARG00000106914,parathyroid hormone 4 [Source:ZFIN;Acc:ZDB-GENE-180611-1],101886149
nsd1b,ENSDARG00000060705,nuclear receptor binding SET domain protein 1b [Source:ZFIN;Acc:ZDB-GENE-080519-2],564592
BX548164.1,ENSDARG00000100819,,NA
iqgap1,ENSDARG00000078888,IQ motif containing GTPase activating protein 1 [Source:ZFIN;Acc:ZDB-GENE-050809-24],100002928
BX957346.4,ENSDARG00000109792,,NA
onecut3b,ENSDARG00000091059,one cut homeobox 3b [Source:ZFIN;Acc:ZDB-GENE-130805-1],100332965
ptprga,ENSDARG00000045006,"protein tyrosine phosphatase, receptor type, g a [Source:ZFIN;Acc:ZDB-GENE-101101-4]",561197
ora1,ENSDARG00000098601,olfactory receptor class A related 1 [Source:ZFIN;Acc:ZDB-GENE-050510-2],553133
rgs6,ENSDARG00000015627,regulator of G protein signaling 6 [Source:ZFIN;Acc:ZDB-GENE-030131-31],562667
plppr1,ENSDARG00000100642,phospholipid phosphatase related 1 [Source:ZFIN;Acc:ZDB-GENE-040625-138],NA
RF00003,ENSDARG00000109530,,NA
cog8,ENSDARG00000002798,component of oligomeric golgi complex 8 [Source:ZFIN;Acc:ZDB-GENE-050320-74],541379
rpl21,ENSDARG00000110263,ribosomal protein L21 [Source:ZFIN;Acc:ZDB-GENE-030131-8512],336568
RF00001,ENSDARG00000098328,,NA
FO744833.2,ENSDARG00000112454,poly [ADP-ribose] polymerase 14 [Source:NCBI gene;Acc:562648],562648
tspan15,ENSDARG00000110074,tetraspanin 15 [Source:ZFIN;Acc:ZDB-GENE-050417-295],100000710
CABZ01115881.1,ENSDARG00000086539,SH2 domain containing 3A [Source:NCBI gene;Acc:100331568],100331568
CU861459.1,ENSDARG00000098888,,NA
impa2,ENSDARG00000059411,inositol(myo)-1(or 4)-monophosphatase 2 [Source:ZFIN;Acc:ZDB-GENE-050522-349],553595
enoph1,ENSDARG00000114318,enolase-phosphatase 1 [Source:ZFIN;Acc:ZDB-GENE-040704-73],431773
AL953865.1,ENSDARG00000109438,,NA
hhip,ENSDARG00000111482,hedgehog interacting protein [Source:ZFIN;Acc:ZDB-GENE-030131-4827],326102
RF00001,ENSDARG00000099944,,NA
lmf1,ENSDARG00000102861,lipase maturation factor 1 [Source:ZFIN;Acc:ZDB-GENE-121031-2],100333693
zgc:113232,ENSDARG00000116977,zgc:113232 [Source:ZFIN;Acc:ZDB-GENE-050327-86],541546
ripply3,ENSDARG00000036974,ripply transcriptional repressor 3 [Source:ZFIN;Acc:ZDB-GENE-060113-3],654448
RF00001,ENSDARG00000080225,,NA
arsk,ENSDARG00000059714,"arylsulfatase family, member K [Source:ZFIN;Acc:ZDB-GENE-060929-332]",562412
CU571315.3,ENSDARG00000101990,serine protease 27-like [Source:NCBI gene;Acc:100004427],100004427
RF00001,ENSDARG00000102869,,NA
ssb,ENSDARG00000029252,Sjogren syndrome antigen B (autoantigen La) [Source:ZFIN;Acc:ZDB-GENE-030131-223],321504
ponzr4,ENSDARG00000114845,plac8 onzin related protein 4 [Source:ZFIN;Acc:ZDB-GENE-050411-6],557748
BX323816.2,ENSDARG00000114582,"beta-1,4-N-acetyl-galactosaminyl transferase 1b [Source:NCBI gene;Acc:793635]",793635
slc17a7a,ENSDARG00000112552,"solute carrier family 17 (vesicular glutamate transporter), member 7a [Source:ZFIN;Acc:ZDB-GENE-050105-5]",795293
RF00001,ENSDARG00000083421,,NA
LO018597.2,ENSDARG00000113965,,NA
FP101875.2,ENSDARG00000109804,,NA
nitr3c,ENSDARG00000111724,novel immune-type receptor 3c [Source:ZFIN;Acc:ZDB-GENE-041001-13],NA
bxdc2,ENSDARG00000098935,brix domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-060518-1],402823
stk40,ENSDARG00000098135,serine/threonine kinase 40 [Source:ZFIN;Acc:ZDB-GENE-030131-4831],564859
mcm2,ENSDARG00000102798,minichromosome maintenance complex component 2 [Source:ZFIN;Acc:ZDB-GENE-020419-24],192338
sptlc2b,ENSDARG00000074287,"serine palmitoyltransferase, long chain base subunit 2b [Source:ZFIN;Acc:ZDB-GENE-080305-8]",557286
RF00001,ENSDARG00000084127,,NA
tmem79b,ENSDARG00000076861,transmembrane protein 79b [Source:ZFIN;Acc:ZDB-GENE-120807-1],100330782
RF00003,ENSDARG00000114277,,NA
CABZ01059627.1,ENSDARG00000078394,,NA
CR854981.1,ENSDARG00000115465,,NA
BX324157.1,ENSDARG00000115048,,NA
zgc:153146,ENSDARG00000110475,zgc:153146 [Source:ZFIN;Acc:ZDB-GENE-060825-339],751702
zgc:171506,ENSDARG00000112252,zgc:171506 [Source:ZFIN;Acc:ZDB-GENE-080204-96],792896
CR388164.1,ENSDARG00000089959,,NA
CR555296.2,ENSDARG00000117026,"zinc finger, matrin-type 4b [Source:NCBI gene;Acc:100005974]",100005974
RF00003,ENSDARG00000113973,,NA
LO018557.1,ENSDARG00000110346,,NA
CR391944.2,ENSDARG00000104985,wu:fd06e11 [Source:NCBI gene;Acc:103908661],103908661
BX005403.1,ENSDARG00000115003,si:ch211-125o16.4 [Source:NCBI gene;Acc:566639],566639
BX276117.1,ENSDARG00000114403,,NA
nkl.1,ENSDARG00000112801,NK-lysin tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-131121-525],103909014
rps3,ENSDARG00000103007,ribosomal protein S3 [Source:ZFIN;Acc:ZDB-GENE-030131-8494],336550
RF00001,ENSDARG00000084202,,NA
RF00001,ENSDARG00000115104,,NA
abcg8,ENSDARG00000116468,"ATP-binding cassette, sub-family G (WHITE), member 8 [Source:ZFIN;Acc:ZDB-GENE-050517-41]",NA
RF00003,ENSDARG00000114101,,NA
plbd1,ENSDARG00000063313,phospholipase B domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-050411-22],569736
wdr21,ENSDARG00000110654,WD repeat domain 21 [Source:ZFIN;Acc:ZDB-GENE-040109-2],393674
or106-6,ENSDARG00000116008,"odorant receptor, family G, subfamily 106, member 6 [Source:ZFIN;Acc:ZDB-GENE-070806-59]",100861452
RF00001,ENSDARG00000098690,,NA
RF00001,ENSDARG00000082491,,NA
rb1cc1,ENSDARG00000076559,RB1-inducible coiled-coil 1 [Source:ZFIN;Acc:ZDB-GENE-130206-1],100332174
minpp1a,ENSDARG00000116432,multiple inositol-polyphosphate phosphatase 1a [Source:ZFIN;Acc:ZDB-GENE-060929-1194],561891
tmem106c,ENSDARG00000098105,transmembrane protein 106C [Source:ZFIN;Acc:ZDB-GENE-061013-562],768153
BX569798.1,ENSDARG00000037619,guanine nucleotide-binding protein subunit alpha-12-like [Source:NCBI gene;Acc:797518],797518
aqp1a.1,ENSDARG00000023713,"aquaporin 1a (Colton blood group), tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7764]",335821
hnrnpc,ENSDARG00000053810,heterogeneous nuclear ribonucleoprotein C [Source:ZFIN;Acc:ZDB-GENE-040426-2043],406352
RF00302,ENSDARG00000083894,,NA
RF00001,ENSDARG00000081971,,NA
asb13a.1,ENSDARG00000109650,"ankyrin repeat and SOCS box containing 13a, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-040718-261]",436801
fcer1gl,ENSDARG00000104077,"Fc receptor, IgE, high affinity I, gamma polypeptide like [Source:ZFIN;Acc:ZDB-GENE-070502-4]",100101653
RF00001,ENSDARG00000108019,,NA
RF00003,ENSDARG00000116234,,NA
RF00001,ENSDARG00000084287,,NA
CABZ01033180.1,ENSDARG00000102665,gastrula zinc finger protein XlCGF8.2DB-like [Source:NCBI gene;Acc:101882575],101882575
RF00003,ENSDARG00000099553,,NA
RF00001,ENSDARG00000081256,,NA
mrto4,ENSDARG00000007130,"MRT4 homolog, ribosome maturation factor [Source:ZFIN;Acc:ZDB-GENE-050417-142]",550350
RF00003,ENSDARG00000109894,,NA
CABZ01067232.1,ENSDARG00000057408,otolin-1-like [Source:NCBI gene;Acc:101886389],101886389
hnrnpa0l,ENSDARG00000114889,"heterogeneous nuclear ribonucleoprotein A0, like [Source:ZFIN;Acc:ZDB-GENE-030131-618]",321899
ier2b,ENSDARG00000086881,immediate early response 2b [Source:ZFIN;Acc:ZDB-GENE-030131-8244],100331484
RF00001,ENSDARG00000114943,,NA
RF00001,ENSDARG00000116909,,NA
tspan34,ENSDARG00000103951,tetraspanin 34 [Source:ZFIN;Acc:ZDB-GENE-060825-202],751731
RF00001,ENSDARG00000083857,,NA
lyar,ENSDARG00000098507,Ly1 antibody reactive homolog (mouse) [Source:ZFIN;Acc:ZDB-GENE-040426-1414],393652
acod1,ENSDARG00000114462,aconitate decarboxylase 1 [Source:ZFIN;Acc:ZDB-GENE-081104-428],795305
baiap2b,ENSDARG00000112327,BAI1-associated protein 2b [Source:ZFIN;Acc:ZDB-GENE-100812-7],NA
RF00001,ENSDARG00000107303,,NA
KCNJ15,ENSDARG00000058988,potassium voltage-gated channel subfamily J member 15 [Source:HGNC Symbol;Acc:HGNC:6261],572476
RF00001,ENSDARG00000110139,,NA
CABZ01030017.2,ENSDARG00000099574,,NA
hmha1a,ENSDARG00000052496,histocompatibility (minor) HA-1 a [Source:ZFIN;Acc:ZDB-GENE-140106-47],556955
gpx1a,ENSDARG00000114736,glutathione peroxidase 1a [Source:ZFIN;Acc:ZDB-GENE-030410-1],352926
im:7138535,ENSDARG00000057245,im:7138535 [Source:ZFIN;Acc:ZDB-GENE-041111-49],797998
SBSPON,ENSDARG00000110160,somatomedin B and thrombospondin type 1 domain containing [Source:HGNC Symbol;Acc:HGNC:30362],100151218
RF00001,ENSDARG00000109203,,NA
RF00001,ENSDARG00000117187,,NA
cwf19l2,ENSDARG00000091760,"CWF19-like 2, cell cycle control (S. pombe) [Source:ZFIN;Acc:ZDB-GENE-050913-1]",619271
RF00001,ENSDARG00000113491,,NA
sh3bp5a,ENSDARG00000100529,SH3-domain binding protein 5a (BTK-associated) [Source:ZFIN;Acc:ZDB-GENE-111111-2],555222
RF00020,ENSDARG00000116708,,NA
mast3a,ENSDARG00000061725,microtubule associated serine/threonine kinase 3a [Source:ZFIN;Acc:ZDB-GENE-040914-35],100534685
RF00001,ENSDARG00000113050,,NA
fam69b,ENSDARG00000117093,"family with sequence similarity 69, member B [Source:ZFIN;Acc:ZDB-GENE-080721-1]",567731
rab32b,ENSDARG00000041165,"RAB32b, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-090821-4]",100000199
mid2,ENSDARG00000034871,midline 2 [Source:ZFIN;Acc:ZDB-GENE-090220-1],799891
cyyr1,ENSDARG00000103783,cysteine/tyrosine-rich 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2356],405818
RF00026,ENSDARG00000116121,,NA
RF00001,ENSDARG00000115455,,NA
RF00001,ENSDARG00000109809,,NA
CR762426.1,ENSDARG00000113843,ligand dependent nuclear receptor corepressor-like [Source:NCBI gene;Acc:558430],558430
RF00004,ENSDARG00000115204,,NA
RF00001,ENSDARG00000106340,,NA
bbs12,ENSDARG00000016112,Bardet-Biedl syndrome 12 [Source:ZFIN;Acc:ZDB-GENE-070626-3],570583
RF00001,ENSDARG00000111849,,NA
LO018550.1,ENSDARG00000109742,G protein-coupled receptor 139 [Source:NCBI gene;Acc:798482],798482
dqx1,ENSDARG00000059455,DEAQ box RNA-dependent ATPase 1 [Source:ZFIN;Acc:ZDB-GENE-150224-1],100002601
baz1b,ENSDARG00000114866,"bromodomain adjacent to zinc finger domain, 1B [Source:ZFIN;Acc:ZDB-GENE-010328-16]",571727
crfb2,ENSDARG00000109306,cytokine receptor family member b2 [Source:ZFIN;Acc:ZDB-GENE-070905-2],777653
RF00026,ENSDARG00000112158,,NA
zgc:154075,ENSDARG00000067630,zgc:154075 [Source:ZFIN;Acc:ZDB-GENE-060929-910],556929
RF00001,ENSDARG00000112849,,NA
RF00231,ENSDARG00000083738,,NA
CABZ01044281.1,ENSDARG00000115956,,NA
zgc:174356,ENSDARG00000116818,zgc:174356 [Source:ZFIN;Acc:ZDB-GENE-080215-21],103911809
zgc:174356,ENSDARG00000116818,zgc:174356 [Source:ZFIN;Acc:ZDB-GENE-080215-21],110439267
RF00002,ENSDARG00000110135,,NA
tomt,ENSDARG00000115463,transmembrane O-methyltransferase [Source:ZFIN;Acc:ZDB-GENE-160629-1],110437932
RF00012,ENSDARG00000109750,,NA
cxcr3.1,ENSDARG00000111607,"chemokine (C-X-C motif) receptor 3, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-060130-38]",654692
AL954725.1,ENSDARG00000113028,si:rp71-79p20.2 [Source:NCBI gene;Acc:368491],368491
RF00001,ENSDARG00000080201,,NA
rln3b,ENSDARG00000116898,relaxin 3b [Source:ZFIN;Acc:ZDB-GENE-090527-3],796288
RF00001,ENSDARG00000099020,,NA
RF00599,ENSDARG00000086007,,NA
CABZ01066926.1,ENSDARG00000099534,putative E3 ubiquitin-protein ligase UBR7 [Source:NCBI gene;Acc:100329344],100329344
RF00088,ENSDARG00000080156,"small nucleolar RNA, C/D box 30 [Source:HGNC Symbol;Acc:HGNC:10157]",NA
RF01848,ENSDARG00000110897,,NA
mrpl1,ENSDARG00000114027,mitochondrial ribosomal protein L1 [Source:ZFIN;Acc:ZDB-GENE-060526-311],553284
RF01225,ENSDARG00000080777,,NA
ubxn4,ENSDARG00000100597,UBX domain protein 4 [Source:ZFIN;Acc:ZDB-GENE-040426-1981],406314
CABZ01083166.1,ENSDARG00000099619,,NA
mmaa,ENSDARG00000115228,methylmalonic aciduria (cobalamin deficiency) cblA type [Source:ZFIN;Acc:ZDB-GENE-070928-15],564760
RF00001,ENSDARG00000109667,,NA
RF00001,ENSDARG00000104133,,NA
CNNM1,ENSDARG00000078087,cyclin and CBS domain divalent metal cation transport mediator 1 [Source:HGNC Symbol;Acc:HGNC:102],562504
RF00026,ENSDARG00000116282,,NA
slc4a11,ENSDARG00000115789,"solute carrier family 4, sodium borate transporter, member 11 [Source:ZFIN;Acc:ZDB-GENE-090313-183]",559346
edrf1,ENSDARG00000109944,erythroid differentiation regulatory factor 1 [Source:ZFIN;Acc:ZDB-GENE-131121-620],566404
RF00001,ENSDARG00000115784,,NA
RF00026,ENSDARG00000113873,,NA
RF00026,ENSDARG00000080258,,NA
CR626874.1,ENSDARG00000100141,,NA
RF00017,ENSDARG00000091697,,NA
RF00001,ENSDARG00000084729,,NA
en1a,ENSDARG00000014321,engrailed homeobox 1a [Source:ZFIN;Acc:ZDB-GENE-980526-216],30244
btbd6a,ENSDARG00000076440,BTB (POZ) domain containing 6a [Source:ZFIN;Acc:ZDB-GENE-080218-26],100141360
RF00026,ENSDARG00000110785,,NA
znf989,ENSDARG00000110466,zinc finger protein 989 [Source:ZFIN;Acc:ZDB-GENE-050522-337],553777
dre-mir-107b,ENSDARG00000081704,dre-mir-107b [Source:miRBase;Acc:MI0010843],100310770
zgc:85843,ENSDARG00000105208,zgc:85843 [Source:ZFIN;Acc:ZDB-GENE-040426-2362],405880
il6r,ENSDARG00000104474,interleukin 6 receptor [Source:ZFIN;Acc:ZDB-GENE-080107-7],100135755
satb1b,ENSDARG00000062621,SATB homeobox 1b [Source:ZFIN;Acc:ZDB-GENE-030131-7105],571757
dre-mir-23a-3,ENSDARG00000083526,dre-mir-23a-3 [Source:miRBase;Acc:MI0001916],100033588
RF00001,ENSDARG00000116547,,NA
nup93,ENSDARG00000111433,nucleoporin 93 [Source:ZFIN;Acc:ZDB-GENE-990415-46],30172
mettl14,ENSDARG00000112383,methyltransferase like 14 [Source:ZFIN;Acc:ZDB-GENE-040426-2328],404603
tonsl,ENSDARG00000116200,"tonsoku-like, DNA repair protein [Source:ZFIN;Acc:ZDB-GENE-041111-230]",492655
RF00001,ENSDARG00000103660,,NA
RF00001,ENSDARG00000112546,,NA
dre-let-7a-3,ENSDARG00000082287,dre-let-7a-3 [Source:miRBase;Acc:MI0001860],100033535
si:ch211-212o1.2,ENSDARG00000110768,si:ch211-212o1.2 [Source:ZFIN;Acc:ZDB-GENE-041111-310],492735
RF00001,ENSDARG00000105988,,NA
mir222b,ENSDARG00000099922,microRNA 222b [Source:NCBI gene;Acc:100310772],100310772
RF00001,ENSDARG00000111264,,NA
gigyf1a,ENSDARG00000098932,GRB10 interacting GYF protein 1a [Source:ZFIN;Acc:ZDB-GENE-050809-79],568584
CR533578.1,ENSDARG00000115891,,NA
RF00001,ENSDARG00000109138,,NA
FP085394.1,ENSDARG00000107337,,NA
RF00017,ENSDARG00000114737,,NA
RF00001,ENSDARG00000114320,,NA
dre-mir-738,ENSDARG00000113006,dre-mir-738 [Source:miRBase;Acc:MI0004784],100033751
dre-mir-16b,ENSDARG00000081252,dre-mir-16b [Source:miRBase;Acc:MI0001895],100033568
im:6904045,ENSDARG00000115174,im:6904045 [Source:ZFIN;Acc:ZDB-GENE-050506-75],552994
tmem51a,ENSDARG00000114656,transmembrane protein 51a [Source:ZFIN;Acc:ZDB-GENE-061103-481],777622
RF00026,ENSDARG00000114545,,NA
dab1b,ENSDARG00000003290,"Dab, reelin signal transducer, homolog 1b (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-060421-7958]",678641
GALNT3,ENSDARG00000108649,polypeptide N-acetylgalactosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:4125],100331984
dre-mir-7b,ENSDARG00000081109,dre-mir-7b [Source:miRBase;Acc:MI0001360],100033754
RF00001,ENSDARG00000117143,,NA
dre-mir-740,ENSDARG00000082429,dre-mir-740 [Source:miRBase;Acc:MI0004786],100033753
RF00026,ENSDARG00000112350,,NA
dmtf1,ENSDARG00000109819,cyclin D binding myb-like transcription factor 1 [Source:ZFIN;Acc:ZDB-GENE-040718-413],436938
hspa4b,ENSDARG00000112727,heat shock protein 4b [Source:ZFIN;Acc:ZDB-GENE-030131-6018],334086
wdr54,ENSDARG00000010248,WD repeat domain 54 [Source:ZFIN;Acc:ZDB-GENE-040801-151],445236
RF00001,ENSDARG00000106997,,NA
sbno1,ENSDARG00000099080,strawberry notch homolog 1 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-080522-2],100005813
scarb2a,ENSDARG00000098312,"scavenger receptor class B, member 2a [Source:ZFIN;Acc:ZDB-GENE-020419-29]",192340
RF00001,ENSDARG00000114164,,NA
RF00026,ENSDARG00000085130,,NA
BX511176.1,ENSDARG00000109295,,NA
fancb,ENSDARG00000067596,FA complementation group B [Source:ZFIN;Acc:ZDB-GENE-060510-1],108179053
RF00001,ENSDARG00000106131,,NA
RF00001,ENSDARG00000108262,,NA
CR936300.2,ENSDARG00000116752,,NA
CABZ01086877.1,ENSDARG00000110451,,NA
RF00003,ENSDARG00000111563,,NA
snx10a,ENSDARG00000004405,sorting nexin 10a [Source:ZFIN;Acc:ZDB-GENE-050809-44],403027
pth1b,ENSDARG00000115353,parathyroid hormone 1b [Source:ZFIN;Acc:ZDB-GENE-040623-2],405885
SLC35D3,ENSDARG00000107442,solute carrier family 35 member D3 [Source:HGNC Symbol;Acc:HGNC:15621],565603
ugt8,ENSDARG00000112659,UDP glycosyltransferase 8 [Source:ZFIN;Acc:ZDB-GENE-060616-129],553508
RF00093,ENSDARG00000080158,"small nucleolar RNA, C/D box 18A [Source:HGNC Symbol;Acc:HGNC:32714]",NA
RF00001,ENSDARG00000107472,,NA
vdrb,ENSDARG00000114864,vitamin D receptor b [Source:ZFIN;Acc:ZDB-GENE-080403-10],564511
RF00026,ENSDARG00000115134,,NA
cd302,ENSDARG00000086100,CD302 molecule [Source:ZFIN;Acc:ZDB-GENE-111118-1],100333685
bcl7ba,ENSDARG00000111877,BCL tumor suppressor 7Ba [Source:ZFIN;Acc:ZDB-GENE-040426-2193],406444
CABZ01084963.1,ENSDARG00000109774,"fumarate hydratase, mitochondrial-like [Source:NCBI gene;Acc:100535417]",100535417
RF00026,ENSDARG00000117183,,NA
RF00001,ENSDARG00000113535,,NA
BX901956.1,ENSDARG00000110867,,NA
RF00026,ENSDARG00000115210,,NA
kcnk18,ENSDARG00000110571,"potassium channel, subfamily K, member 18 [Source:ZFIN;Acc:ZDB-GENE-100405-2]",561821
RF00026,ENSDARG00000112973,,NA
LO018336.1,ENSDARG00000108401,matrix metalloproteinase-18-like [Source:NCBI gene;Acc:101883213],101883213
CABZ01029938.1,ENSDARG00000099006,"NACHT, LRR and PYD domains-containing protein 12 [Source:NCBI gene;Acc:568664]",568664
RF00001,ENSDARG00000114359,,NA
olfcd2,ENSDARG00000098492,"olfactory receptor C family, d2 [Source:ZFIN;Acc:ZDB-GENE-050712-5]",574525
CR450836.3,ENSDARG00000111068,,NA
CABZ01078244.1,ENSDARG00000081883,,NA
RF00001,ENSDARG00000103262,,NA
trib2,ENSDARG00000068179,tribbles pseudokinase 2 [Source:ZFIN;Acc:ZDB-GENE-091207-3],NA
dre-mir-7a-1,ENSDARG00000105133,dre-mir-7a-1 [Source:miRBase;Acc:MI0001361],100033755
RF00001,ENSDARG00000116675,,NA
dre-mir-430c-1,ENSDARG00000114183,dre-mir-430c-1 [Source:miRBase;Acc:MI0001529],100033463
dre-mir-430c-1,ENSDARG00000114183,dre-mir-430c-1 [Source:miRBase;Acc:MI0001529],100033468
CABZ01021599.1,ENSDARG00000112870,receptor-interacting serine/threonine-protein kinase 2-like [Source:NCBI gene;Acc:110437957],110437957
cryba4,ENSDARG00000024548,"crystallin, beta A4 [Source:ZFIN;Acc:ZDB-GENE-050522-143]",553178
BX469929.1,ENSDARG00000111581,coiled-coil serine-rich protein 1 [Source:NCBI gene;Acc:795160],795160
tcf25,ENSDARG00000040861,transcription factor 25 (basic helix-loop-helix) [Source:ZFIN;Acc:ZDB-GENE-040905-2],445817
usp20,ENSDARG00000027501,ubiquitin specific peptidase 20 [Source:ZFIN;Acc:ZDB-GENE-040426-1219],393962
AL935044.1,ENSDARG00000088051,zinc finger protein 658B-like [Source:NCBI gene;Acc:100537716],100537716
RF00001,ENSDARG00000110443,,NA
dre-mir-181b-3,ENSDARG00000083588,dre-mir-181b-3 [Source:miRBase;Acc:MI0039514],NA
klhl3,ENSDARG00000111715,kelch-like family member 3 [Source:ZFIN;Acc:ZDB-GENE-120203-4],568556
zgc:162989,ENSDARG00000110496,zgc:162989 [Source:ZFIN;Acc:ZDB-GENE-070410-123],100037351
adcy3a,ENSDARG00000077145,adenylate cyclase 3a [Source:ZFIN;Acc:ZDB-GENE-111027-6],571825
hsd11b1la,ENSDARG00000109751,hydroxysteroid (11-beta) dehydrogenase 1-like a [Source:ZFIN;Acc:ZDB-GENE-040426-1002],393293
oatx,ENSDARG00000019713,organic anion transporter X [Source:ZFIN;Acc:ZDB-GENE-070115-1],555218
map3k12,ENSDARG00000103651,mitogen-activated protein kinase kinase kinase 12 [Source:ZFIN;Acc:ZDB-GENE-040426-2436],404626
CABZ01026681.1,ENSDARG00000115547,,NA
serpinh2,ENSDARG00000036445,"serine (or cysteine) peptidase inhibitor, clade H, member 2 [Source:ZFIN;Acc:ZDB-GENE-050417-12]",554550
RF00001,ENSDARG00000110246,,NA
pfkmb,ENSDARG00000109412,"phosphofructokinase, muscle b [Source:ZFIN;Acc:ZDB-GENE-081114-1]",568001
RF00001,ENSDARG00000084484,,NA
ppp1r3b,ENSDARG00000114900,"protein phosphatase 1, regulatory subunit 3B [Source:ZFIN;Acc:ZDB-GENE-030131-5496]",327285
VMAC,ENSDARG00000110997,vimentin type intermediate filament associated coiled-coil protein [Source:HGNC Symbol;Acc:HGNC:33803],570934
taar14e,ENSDARG00000112236,trace amine associated receptor 14e [Source:ZFIN;Acc:ZDB-GENE-041210-317],795656
kcnip3b,ENSDARG00000109763,"Kv channel interacting protein 3b, calsenilin [Source:ZFIN;Acc:ZDB-GENE-040426-1752]",393755
dyrk3,ENSDARG00000115625,dual specificity tyrosine phosphorylation regulated kinase 3 [Source:ZFIN;Acc:ZDB-GENE-080219-31],100141364
RF00001,ENSDARG00000108250,,NA
mpeg1.1,ENSDARG00000110905,"macrophage expressed 1, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7347]",335407
dpf2l,ENSDARG00000112198,"D4, zinc and double PHD fingers family 2, like [Source:ZFIN;Acc:ZDB-GENE-030131-5132]",326933
RF00564,ENSDARG00000085825,,NA
pygb,ENSDARG00000116450,"phosphorylase, glycogen; brain [Source:ZFIN;Acc:ZDB-GENE-040928-2]",403051
BX005085.7,ENSDARG00000117076,gastrula zinc finger protein XlCGF8.2DB [Source:NCBI gene;Acc:560099],560099
FP016005.1,ENSDARG00000104358,,NA
RF00026,ENSDARG00000110847,,NA
CABZ01102038.1,ENSDARG00000116210,growth arrest-specific 7b [Source:NCBI gene;Acc:100333627],100333627
CABZ01020840.1,ENSDARG00000090401,apoptosis facilitator Bcl-2-like protein 14 [Source:NCBI gene;Acc:101885512],101885512
zgc:123297,ENSDARG00000056798,zgc:123297 [Source:ZFIN;Acc:ZDB-GENE-051127-9],641563
CR846080.3,ENSDARG00000116368,,NA
RF00026,ENSDARG00000115366,,NA
sc:d189,ENSDARG00000102858,sc:d189 [Source:ZFIN;Acc:ZDB-GENE-080303-11],100002334
RF00001,ENSDARG00000083084,,NA
BX571983.1,ENSDARG00000112093,ephrin-A2-like [Source:NCBI gene;Acc:100332852],100332852
slitrk3a,ENSDARG00000078123,"SLIT and NTRK-like family, member 3a [Source:ZFIN;Acc:ZDB-GENE-130226-1]",100334261
utp6,ENSDARG00000116788,"UTP6, small subunit (SSU) processome component, homolog (yeast) [Source:ZFIN;Acc:ZDB-GENE-040426-769]",393107
RF00001,ENSDARG00000085746,,NA
crata,ENSDARG00000113146,carnitine O-acetyltransferase a [Source:ZFIN;Acc:ZDB-GENE-040927-17],449545
RF00003,ENSDARG00000091486,,NA
